Policy No;campaign_Period;campaign_type;product
000080918846;May-Jun24;2;LGC
000080920389;May-Jun24;2;LGC
000080924542;May-Jun24;2;LGC
000080927220;May-Jun24;2;LGC
000080927277;May-Jun24;2;LGC
000080929940;May-Jun24;2;LGC
000080930602;May-Jun24;2;LGC
000080934473;May-Jun24;2;LGC
000080935531;May-Jun24;2;LGC
000080947726;May-Jun24;2;LGC
000080949230;May-Jun24;2;LGC
000080951151;May-Jun24;2;LGC
000080953909;May-Jun24;2;LGC
000080962590;May-Jun24;2;LGC
000080968867;May-Jun24;2;LGC
000080981048;May-Jun24;2;LGC
000080983397;May-Jun24;2;LGC
000080984168;May-Jun24;2;LGC
000080984900;May-Jun24;2;LGC
000080988893;May-Jun24;2;LGC
000080989026;May-Jun24;2;LGC
000080989951;May-Jun24;2;LGC
000080994099;May-Jun24;2;LGC
000080994158;May-Jun24;2;LGC
000080994322;May-Jun24;2;LGC
000080994386;May-Jun24;2;LGC
000080996131;May-Jun24;2;LGC
000080996404;May-Jun24;2;LGC
000080999973;May-Jun24;2;LGC
000081000228;May-Jun24;2;LGC
000081000495;May-Jun24;2;LGC
000081000613;May-Jun24;2;LGC
000081010407;May-Jun24;2;LGC
000081012216;May-Jun24;2;LGC
000081022844;May-Jun24;2;LGC
000081024282;May-Jun24;2;LGC
000081026052;May-Jun24;2;LGC
000081029992;May-Jun24;2;LGC
000081032827;May-Jun24;2;LGC
000081034037;May-Jun24;2;LGC
000081034520;May-Jun24;2;LGC
000081037385;May-Jun24;2;LGC
000081040013;May-Jun24;2;LGC
000081043158;May-Jun24;2;LGC
000081043830;May-Jun24;2;LGC
000081044984;May-Jun24;2;LGC
000081045976;May-Jun24;2;LGC
000081052033;May-Jun24;2;LGC
000081052839;May-Jun24;2;LGC
000081052937;May-Jun24;2;LGC
000081053786;May-Jun24;2;LGC
000081055588;May-Jun24;2;LGC
000081059395;May-Jun24;2;LGC
000081063184;May-Jun24;2;LGC
000081065988;May-Jun24;2;LGC
000081074289;May-Jun24;2;LGC
000081076059;May-Jun24;2;LGC
000081082420;May-Jun24;2;LGC
000081082543;May-Jun24;2;LGC
000081083788;May-Jun24;2;LGC
000081091912;May-Jun24;2;LGC
000081097104;May-Jun24;2;LGC
000081097690;May-Jun24;2;LGC
000081097742;May-Jun24;2;LGC
000081098240;May-Jun24;2;LGC
000081098909;May-Jun24;2;LGC
000081099050;May-Jun24;2;LGC
000081099888;May-Jun24;2;LGC
000081100020;May-Jun24;2;LGC
000081100110;May-Jun24;2;LGC
000081102330;May-Jun24;2;LGC
000081109964;May-Jun24;2;LGC
000081111293;May-Jun24;2;LGC
000081118896;May-Jun24;2;LGC
000081119780;May-Jun24;2;LGC
000081120498;May-Jun24;2;LGC
000081121121;May-Jun24;2;LGC
000081122744;May-Jun24;2;LGC
000081124592;May-Jun24;2;LGC
000081125962;May-Jun24;2;LGC
000081126029;May-Jun24;2;LGC
000081127028;May-Jun24;2;LGC
000081131735;May-Jun24;2;LGC
000081142960;May-Jun24;2;LGC
000081149409;May-Jun24;2;LGC
000081152623;May-Jun24;2;LGC
000081153419;May-Jun24;2;LGC
000081154509;May-Jun24;2;LGC
000081154523;May-Jun24;2;LGC
000081155522;May-Jun24;2;LGC
000081161093;May-Jun24;2;LGC
000081163175;May-Jun24;2;LGC
000081163826;May-Jun24;2;LGC
000081164896;May-Jun24;2;LGC
000081166921;May-Jun24;2;LGC
000081168878;May-Jun24;2;LGC
000081168912;May-Jun24;2;LGC
000081170430;May-Jun24;2;LGC
000081170872;May-Jun24;2;LGC
000081184390;May-Jun24;2;LGC
000081186874;May-Jun24;2;LGC
000081187060;May-Jun24;2;LGC
000081187319;May-Jun24;2;LGC
000081188409;May-Jun24;2;LGC
000081188612;May-Jun24;2;LGC
000081190071;May-Jun24;2;LGC
000081190442;May-Jun24;2;LGC
000081190624;May-Jun24;2;LGC
000081190631;May-Jun24;2;LGC
000081191564;May-Jun24;2;LGC
000081197505;May-Jun24;2;LGC
000081201680;May-Jun24;2;LGC
000081208880;May-Jun24;2;LGC
000081215578;May-Jun24;2;LGC
000081215865;May-Jun24;2;LGC
000081216174;May-Jun24;2;LGC
000081217011;May-Jun24;2;LGC
000081223226;May-Jun24;2;LGC
000081223766;May-Jun24;2;LGC
000081225393;May-Jun24;2;LGC
000081225764;May-Jun24;2;LGC
000081230422;May-Jun24;2;LGC
000081232907;May-Jun24;2;LGC
000081236130;May-Jun24;2;LGC
000081240717;May-Jun24;2;LGC
000081246729;May-Jun24;2;LGC
000081250193;May-Jun24;2;LGC
000081251328;May-Jun24;2;LGC
000081252776;May-Jun24;2;LGC
000081255818;May-Jun24;2;LGC
000081261546;May-Jun24;2;LGC
000081271308;May-Jun24;2;LGC
000081287636;May-Jun24;2;LGC
000081292900;May-Jun24;2;LGC
000081296074;May-Jun24;2;LGC
000081297476;May-Jun24;2;LGC
000081298352;May-Jun24;2;LGC
000081299649;May-Jun24;2;LGC
000081305235;May-Jun24;2;LGC
000081305547;May-Jun24;2;LGC
000081312918;May-Jun24;2;LGC
000081321970;May-Jun24;2;LGC
000081325716;May-Jun24;2;LGC
000081332019;May-Jun24;2;LGC
000081332573;May-Jun24;2;LGC
000081336901;May-Jun24;2;LGC
000081341024;May-Jun24;2;LGC
000081341402;May-Jun24;2;LGC
000081350621;May-Jun24;2;LGC
000081351169;May-Jun24;2;LGC
000081352833;May-Jun24;2;LGC
000081352917;May-Jun24;2;LGC
000081353331;May-Jun24;2;LGC
000081361330;May-Jun24;2;LGC
000081361765;May-Jun24;2;LGC
000081369802;May-Jun24;2;LGC
000081369925;May-Jun24;2;LGC
000081386908;May-Jun24;2;LGC
000081388100;May-Jun24;2;LGC
000081391956;May-Jun24;2;LGC
000081392012;May-Jun24;2;LGC
000081396279;May-Jun24;2;LGC
000081396338;May-Jun24;2;LGC
000081398024;May-Jun24;2;LGC
000080665651;May-Jun24;2;LGC
000080787645;May-Jun24;2;LGC
000080923386;May-Jun24;2;LGC
000080946773;May-Jun24;2;LGC
000080957411;May-Jun24;2;LGC
000080973812;May-Jun24;2;LGC
000081066044;May-Jun24;2;LGC
000081203194;May-Jun24;2;LGC
000081233360;May-Jun24;2;LGC
000081023720;May-Jun24;2;LGC
000081105442;May-Jun24;2;LGC
000079747321;May-Jun24;2;LGC
000079747510;May-Jun24;2;LGC
000079963750;May-Jun24;2;LGC
000080891940;May-Jun24;2;LGC
000081000424;May-Jun24;2;LGC
000081065150;May-Jun24;2;LGC
000081065409;May-Jun24;2;LGC
000081221299;May-Jun24;2;LGC
000080317985;May-Jun24;2;LGC
000079880045;May-Jun24;2;LGC
000080905333;May-Jun24;2;LGC
000080942094;May-Jun24;2;LGC
000080942160;May-Jun24;2;LGC
000080967804;May-Jun24;2;LGC
000081180907;May-Jun24;2;LGC
000079891938;May-Jun24;2;LGC
000079891822;May-Jun24;2;LGC
000079889835;May-Jun24;2;LGC
000079884601;May-Jun24;2;LGC
000079883308;May-Jun24;2;LGC
000079882232;May-Jun24;2;LGC
000079880872;May-Jun24;2;LGC
000079873318;May-Jun24;2;LGC
000079871530;May-Jun24;2;LGC
000079870927;May-Jun24;2;LGC
000079870251;May-Jun24;2;LGC
000079869732;May-Jun24;2;LGC
000079865880;May-Jun24;2;LGC
000079859669;May-Jun24;2;LGC
000079856244;May-Jun24;2;LGC
000079853026;May-Jun24;2;LGC
000079852960;May-Jun24;2;LGC
000079852938;May-Jun24;2;LGC
000079852822;May-Jun24;2;LGC
000079852788;May-Jun24;2;LGC
000079851256;May-Jun24;2;LGC
000079844393;May-Jun24;2;LGC
000079839286;May-Jun24;2;LGC
000079834409;May-Jun24;2;LGC
000079834241;May-Jun24;2;LGC
000079830518;May-Jun24;2;LGC
000079822376;May-Jun24;2;LGC
000079819085;May-Jun24;2;LGC
000079817836;May-Jun24;2;LGC
000079803636;May-Jun24;2;LGC
000079802840;May-Jun24;2;LGC
000079800030;May-Jun24;2;LGC
000079799431;May-Jun24;2;LGC
000079798639;May-Jun24;2;LGC
000079798440;May-Jun24;2;LGC
000079797706;May-Jun24;2;LGC
000079796869;May-Jun24;2;LGC
000079796760;May-Jun24;2;LGC
000079796753;May-Jun24;2;LGC
000079796466;May-Jun24;2;LGC
000079795904;May-Jun24;2;LGC
000079795838;May-Jun24;2;LGC
000079794846;May-Jun24;2;LGC
000079794814;May-Jun24;2;LGC
000079794345;May-Jun24;2;LGC
000079788838;May-Jun24;2;LGC
000079783090;May-Jun24;2;LGC
000079780022;May-Jun24;2;LGC
000079779601;May-Jun24;2;LGC
000079779216;May-Jun24;2;LGC
000079778003;May-Jun24;2;LGC
000079774014;May-Jun24;2;LGC
000079771368;May-Jun24;2;LGC
000079767810;May-Jun24;2;LGC
000079760529;May-Jun24;2;LGC
000079758693;May-Jun24;2;LGC
000079756260;May-Jun24;2;LGC
000079756239;May-Jun24;2;LGC
000079754861;May-Jun24;2;LGC
000079751798;May-Jun24;2;LGC
000079747270;May-Jun24;2;LGC
000079744690;May-Jun24;2;LGC
000079741432;May-Jun24;2;LGC
000079741229;May-Jun24;2;LGC
000079741204;May-Jun24;2;LGC
000079733980;May-Jun24;2;LGC
000079732694;May-Jun24;2;LGC
000079730468;May-Jun24;2;LGC
000079729020;May-Jun24;2;LGC
000079728775;May-Jun24;2;LGC
000079728137;May-Jun24;2;LGC
000079718115;May-Jun24;2;LGC
000079716990;May-Jun24;2;LGC
000079716821;May-Jun24;2;LGC
000079714438;May-Jun24;2;LGC
000079713134;May-Jun24;2;LGC
000079713082;May-Jun24;2;LGC
000079695002;May-Jun24;2;LGC
000079694543;May-Jun24;2;LGC
000079688490;May-Jun24;2;LGC
000079688420;May-Jun24;2;LGC
000079674399;May-Jun24;2;LGC
000079672040;May-Jun24;2;LGC
000079663697;May-Jun24;2;LGC
000079663059;May-Jun24;2;LGC
000079659928;May-Jun24;2;LGC
000079659851;May-Jun24;2;LGC
000079657286;May-Jun24;2;LGC
000079655698;May-Jun24;2;LGC
000079654446;May-Jun24;2;LGC
000079652931;May-Jun24;2;LGC
000079651841;May-Jun24;2;LGC
000079651802;May-Jun24;2;LGC
000079651274;May-Jun24;2;LGC
000079649405;May-Jun24;2;LGC
000079649353;May-Jun24;2;LGC
000079625065;May-Jun24;2;LGC
000079619376;May-Jun24;2;LGC
000079610401;May-Jun24;2;LGC
000079608849;May-Jun24;2;LGC
000079608590;May-Jun24;2;LGC
000079607916;May-Jun24;2;LGC
000079606045;May-Jun24;2;LGC
000079605691;May-Jun24;2;LGC
000079600892;May-Jun24;2;LGC
000079600097;May-Jun24;2;LGC
000079596420;May-Jun24;2;LGC
000079592750;May-Jun24;2;LGC
000079584972;May-Jun24;2;LGC
000079581990;May-Jun24;2;LGC
000079581884;May-Jun24;2;LGC
000079581565;May-Jun24;2;LGC
000079578281;May-Jun24;2;LGC
000079555710;May-Jun24;2;LGC
000079548818;May-Jun24;2;LGC
000079548083;May-Jun24;2;LGC
000079547750;May-Jun24;2;LGC
000079547735;May-Jun24;2;LGC
000079547669;May-Jun24;2;LGC
000079546750;May-Jun24;2;LGC
000079538113;May-Jun24;2;LGC
000079532550;May-Jun24;2;LGC
000079532347;May-Jun24;2;LGC
000079529186;May-Jun24;2;LGC
000079529000;May-Jun24;2;LGC
000079524780;May-Jun24;2;LGC
000079514463;May-Jun24;2;LGC
000079509363;May-Jun24;2;LGC
000079508995;May-Jun24;2;LGC
000079492843;May-Jun24;2;LGC
000079485251;May-Jun24;2;LGC
000079476018;May-Jun24;2;LGC
000079473420;May-Jun24;2;LGC
000079468510;May-Jun24;2;LGC
000079463190;May-Jun24;2;LGC
000079443632;May-Jun24;2;LGC
000079411026;May-Jun24;2;LGC
000079386820;May-Jun24;2;LGC
000079344360;May-Jun24;2;LGC
000079338247;May-Jun24;2;LGC
000079274781;May-Jun24;2;LGC
000079272211;May-Jun24;2;LGC
000079223656;May-Jun24;2;LGC
000079191690;May-Jun24;2;LGC
000079182964;May-Jun24;2;LGC
000079156821;May-Jun24;2;LGC
000079120825;May-Jun24;2;LGC
000078952770;May-Jun24;2;LGC
000080318437;May-Jun24;2;LGC
000080318346;May-Jun24;2;LGC
000080318002;May-Jun24;2;LGC
000080317732;May-Jun24;2;LGC
000080317035;May-Jun24;2;LGC
000080316915;May-Jun24;2;LGC
000080316908;May-Jun24;2;LGC
000080316446;May-Jun24;2;LGC
000080315759;May-Jun24;2;LGC
000080315422;May-Jun24;2;LGC
000080315069;May-Jun24;2;LGC
000080314651;May-Jun24;2;LGC
000080314637;May-Jun24;2;LGC
000080314182;May-Jun24;2;LGC
000080314104;May-Jun24;2;LGC
000080311959;May-Jun24;2;LGC
000080311791;May-Jun24;2;LGC
000080311531;May-Jun24;2;LGC
000080309485;May-Jun24;2;LGC
000080309478;May-Jun24;2;LGC
000080309173;May-Jun24;2;LGC
000080308020;May-Jun24;2;LGC
000080304556;May-Jun24;2;LGC
000080304549;May-Jun24;2;LGC
000080304517;May-Jun24;2;LGC
000080303000;May-Jun24;2;LGC
000080301208;May-Jun24;2;LGC
000080300977;May-Jun24;2;LGC
000080300960;May-Jun24;2;LGC
000080297771;May-Jun24;2;LGC
000080297477;May-Jun24;2;LGC
000080293859;May-Jun24;2;LGC
000080293827;May-Jun24;2;LGC
000080288493;May-Jun24;2;LGC
000080286397;May-Jun24;2;LGC
000080279319;May-Jun24;2;LGC
000080277738;May-Jun24;2;LGC
000080274794;May-Jun24;2;LGC
000080273230;May-Jun24;2;LGC
000080270454;May-Jun24;2;LGC
000080261137;May-Jun24;2;LGC
000080261021;May-Jun24;2;LGC
000080258420;May-Jun24;2;LGC
000080243148;May-Jun24;2;LGC
000080241059;May-Jun24;2;LGC
000080238458;May-Jun24;2;LGC
000080236442;May-Jun24;2;LGC
000080235723;May-Jun24;2;LGC
000080221489;May-Jun24;2;LGC
000080220850;May-Jun24;2;LGC
000080209396;May-Jun24;2;LGC
000080196620;May-Jun24;2;LGC
000080188711;May-Jun24;2;LGC
000080183878;May-Jun24;2;LGC
000080182483;May-Jun24;2;LGC
000080181870;May-Jun24;2;LGC
000080176846;May-Jun24;2;LGC
000080168321;May-Jun24;2;LGC
000080167634;May-Jun24;2;LGC
000080166180;May-Jun24;2;LGC
000080160277;May-Jun24;2;LGC
000080159642;May-Jun24;2;LGC
000080154843;May-Jun24;2;LGC
000080154497;May-Jun24;2;LGC
000080153154;May-Jun24;2;LGC
000080138170;May-Jun24;2;LGC
000080129189;May-Jun24;2;LGC
000080128870;May-Jun24;2;LGC
000080127954;May-Jun24;2;LGC
000080108784;May-Jun24;2;LGC
000080107670;May-Jun24;2;LGC
000080107350;May-Jun24;2;LGC
000080104535;May-Jun24;2;LGC
000080104287;May-Jun24;2;LGC
000080100970;May-Jun24;2;LGC
000080093148;May-Jun24;2;LGC
000080086040;May-Jun24;2;LGC
000080082478;May-Jun24;2;LGC
000080076067;May-Jun24;2;LGC
000080071678;May-Jun24;2;LGC
000080069413;May-Jun24;2;LGC
000080066774;May-Jun24;2;LGC
000080065996;May-Jun24;2;LGC
000080058606;May-Jun24;2;LGC
000080053391;May-Jun24;2;LGC
000080053254;May-Jun24;2;LGC
000080052535;May-Jun24;2;LGC
000080052140;May-Jun24;2;LGC
000080051641;May-Jun24;2;LGC
000080047253;May-Jun24;2;LGC
000080040677;May-Jun24;2;LGC
000080036719;May-Jun24;2;LGC
000080034318;May-Jun24;2;LGC
000080028798;May-Jun24;2;LGC
000080026530;May-Jun24;2;LGC
000080021600;May-Jun24;2;LGC
000080018997;May-Jun24;2;LGC
000080018184;May-Jun24;2;LGC
000080014730;May-Jun24;2;LGC
000080014580;May-Jun24;2;LGC
000080013066;May-Jun24;2;LGC
000080012158;May-Jun24;2;LGC
000080011954;May-Jun24;2;LGC
000080006991;May-Jun24;2;LGC
000080005992;May-Jun24;2;LGC
000080001782;May-Jun24;2;LGC
000080001729;May-Jun24;2;LGC
000079992812;May-Jun24;2;LGC
000079991779;May-Jun24;2;LGC
000079991025;May-Jun24;2;LGC
000079985390;May-Jun24;2;LGC
000079985122;May-Jun24;2;LGC
000079982906;May-Jun24;2;LGC
000079982893;May-Jun24;2;LGC
000079982132;May-Jun24;2;LGC
000079981224;May-Jun24;2;LGC
000079980225;May-Jun24;2;LGC
000079979500;May-Jun24;2;LGC
000079974477;May-Jun24;2;LGC
000079972297;May-Jun24;2;LGC
000079971455;May-Jun24;2;LGC
000079968412;May-Jun24;2;LGC
000079968100;May-Jun24;2;LGC
000079968002;May-Jun24;2;LGC
000079966520;May-Jun24;2;LGC
000079965955;May-Jun24;2;LGC
000079965759;May-Jun24;2;LGC
000079962464;May-Jun24;2;LGC
000079955646;May-Jun24;2;LGC
000079954654;May-Jun24;2;LGC
000079947654;May-Jun24;2;LGC
000079947622;May-Jun24;2;LGC
000079946967;May-Jun24;2;LGC
000079943938;May-Jun24;2;LGC
000079943321;May-Jun24;2;LGC
000079943073;May-Jun24;2;LGC
000079938000;May-Jun24;2;LGC
000079936626;May-Jun24;2;LGC
000079935870;May-Jun24;2;LGC
000079935406;May-Jun24;2;LGC
000079935165;May-Jun24;2;LGC
000079925651;May-Jun24;2;LGC
000079923489;May-Jun24;2;LGC
000079921350;May-Jun24;2;LGC
000079920990;May-Jun24;2;LGC
000079916621;May-Jun24;2;LGC
000079916106;May-Jun24;2;LGC
000079912001;May-Jun24;2;LGC
000079891960;May-Jun24;2;LGC
000079891920;May-Jun24;2;LGC
000079891619;May-Jun24;2;LGC
000079891476;May-Jun24;2;LGC
000079891066;May-Jun24;2;LGC
000079890354;May-Jun24;2;LGC
000079889744;May-Jun24;2;LGC
000079886852;May-Jun24;2;LGC
000079886467;May-Jun24;2;LGC
000079885345;May-Jun24;2;LGC
000079885026;May-Jun24;2;LGC
000079882414;May-Jun24;2;LGC
000079882355;May-Jun24;2;LGC
000079877680;May-Jun24;2;LGC
000079877255;May-Jun24;2;LGC
000079870910;May-Jun24;2;LGC
000079870836;May-Jun24;2;LGC
000079870160;May-Jun24;2;LGC
000079869985;May-Jun24;2;LGC
000079869823;May-Jun24;2;LGC
000079869460;May-Jun24;2;LGC
000079863829;May-Jun24;2;LGC
000079861428;May-Jun24;2;LGC
000079860195;May-Jun24;2;LGC
000079857302;May-Jun24;2;LGC
000079852626;May-Jun24;2;LGC
000079849276;May-Jun24;2;LGC
000079839689;May-Jun24;2;LGC
000079839352;May-Jun24;2;LGC
000079834521;May-Jun24;2;LGC
000079830609;May-Jun24;2;LGC
000079829610;May-Jun24;2;LGC
000079816694;May-Jun24;2;LGC
000079807475;May-Jun24;2;LGC
000079795982;May-Jun24;2;LGC
000079785725;May-Jun24;2;LGC
000079785200;May-Jun24;2;LGC
000079781964;May-Jun24;2;LGC
000079778582;May-Jun24;2;LGC
000079776591;May-Jun24;2;LGC
000079771999;May-Jun24;2;LGC
000079769773;May-Jun24;2;LGC
000079759958;May-Jun24;2;LGC
000079757238;May-Jun24;2;LGC
000079747314;May-Jun24;2;LGC
000079744506;May-Jun24;2;LGC
000079740850;May-Jun24;2;LGC
000079721295;May-Jun24;2;LGC
000079720537;May-Jun24;2;LGC
000079706082;May-Jun24;2;LGC
000079701595;May-Jun24;2;LGC
000079698343;May-Jun24;2;LGC
000079694172;May-Jun24;2;LGC
000079693922;May-Jun24;2;LGC
000079690190;May-Jun24;2;LGC
000079678962;May-Jun24;2;LGC
000079659981;May-Jun24;2;LGC
000079659942;May-Jun24;2;LGC
000079613298;May-Jun24;2;LGC
000079613045;May-Jun24;2;LGC
000079606710;May-Jun24;2;LGC
000079605210;May-Jun24;2;LGC
000079597100;May-Jun24;2;LGC
000079584243;May-Jun24;2;LGC
000079548734;May-Jun24;2;LGC
000079545177;May-Jun24;2;LGC
000079544998;May-Jun24;2;LGC
000079539380;May-Jun24;2;LGC
000079536213;May-Jun24;2;LGC
000079510467;May-Jun24;2;LGC
000079510089;May-Jun24;2;LGC
000079506204;May-Jun24;2;LGC
000079498992;May-Jun24;2;LGC
000079473939;May-Jun24;2;LGC
000079473862;May-Jun24;2;LGC
000079464520;May-Jun24;2;LGC
000079463168;May-Jun24;2;LGC
000079461842;May-Jun24;2;LGC
000079229317;May-Jun24;2;LGC
000078957704;May-Jun24;2;LGC
000079955530;May-Jun24;2;LGC
000079803538;May-Jun24;2;LGC
000079769461;May-Jun24;2;LGC
000079758290;May-Jun24;2;LGC
000079740980;May-Jun24;2;LGC
000079716338;May-Jun24;2;LGC
000079690964;May-Jun24;2;LGC
000079593045;May-Jun24;2;LGC
000079562798;May-Jun24;2;LGC
000079533469;May-Jun24;2;LGC
000079519451;May-Jun24;2;LGC
000079498921;May-Jun24;2;LGC
000079496388;May-Jun24;2;LGC
000079481619;May-Jun24;2;LGC
000080283820;May-Jun24;2;LGC
000080263636;May-Jun24;2;LGC
000080240529;May-Jun24;2;LGC
000080237630;May-Jun24;2;LGC
000080234672;May-Jun24;2;LGC
000080225075;May-Jun24;2;LGC
000080216371;May-Jun24;2;LGC
000080204499;May-Jun24;2;LGC
000080199295;May-Jun24;2;LGC
000080180414;May-Jun24;2;LGC
000080157742;May-Jun24;2;LGC
000080139890;May-Jun24;2;LGC
000080036922;May-Jun24;2;LGC
000080034168;May-Jun24;2;LGC
000080028395;May-Jun24;2;LGC
000080009792;May-Jun24;2;LGC
000079996175;May-Jun24;2;LGC
000079972167;May-Jun24;2;LGC
000079962523;May-Jun24;2;LGC
000079955145;May-Jun24;2;LGC
000079946525;May-Jun24;2;LGC
000079944920;May-Jun24;2;LGC
000079939935;May-Jun24;2;LGC
000079934870;May-Jun24;2;LGC
000079933051;May-Jun24;2;LGC
000079911886;May-Jun24;2;LGC
000079908784;May-Jun24;2;LGC
000079906369;May-Jun24;2;LGC
000079884027;May-Jun24;2;LGC
000079726630;May-Jun24;2;LGC
000079549603;May-Jun24;2;LGC
000079530896;May-Jun24;2;LGC
000079822565;May-Jun24;2;LGC
000079821338;May-Jun24;2;LGC
000079770214;May-Jun24;2;LGC
000079759516;May-Jun24;2;LGC
000079757662;May-Jun24;2;LGC
000079748360;May-Jun24;2;LGC
000079707634;May-Jun24;2;LGC
000079704546;May-Jun24;2;LGC
000079680935;May-Jun24;2;LGC
000079673480;May-Jun24;2;LGC
000079661979;May-Jun24;2;LGC
000079641837;May-Jun24;2;LGC
000079640526;May-Jun24;2;LGC
000079617599;May-Jun24;2;LGC
000079594994;May-Jun24;2;LGC
000079532081;May-Jun24;2;LGC
000079514736;May-Jun24;2;LGC
000079510786;May-Jun24;2;LGC
000079500732;May-Jun24;2;LGC
000080274510;May-Jun24;2;LGC
000080236116;May-Jun24;2;LGC
000080211580;May-Jun24;2;LGC
000080091164;May-Jun24;2;LGC
000080041143;May-Jun24;2;LGC
000080017062;May-Jun24;2;LGC
000079977285;May-Jun24;2;LGC
000079971872;May-Jun24;2;LGC
000079949014;May-Jun24;2;LGC
000079917495;May-Jun24;2;LGC
000079828415;May-Jun24;2;LGC
000079701622;May-Jun24;2;LGC
000079776710;May-Jun24;2;LGC
000079761574;May-Jun24;2;LGC
000079755254;May-Jun24;2;LGC
000079739452;May-Jun24;2;LGC
000079724695;May-Jun24;2;LGC
000079724403;May-Jun24;2;LGC
000079723689;May-Jun24;2;LGC
000079723541;May-Jun24;2;LGC
000079706225;May-Jun24;2;LGC
000079698557;May-Jun24;2;LGC
000079686667;May-Jun24;2;LGC
000079639668;May-Jun24;2;LGC
000079600254;May-Jun24;2;LGC
000079574852;May-Jun24;2;LGC
000079574786;May-Jun24;2;LGC
000079555486;May-Jun24;2;LGC
000079531439;May-Jun24;2;LGC
000079490148;May-Jun24;2;LGC
000079469187;May-Jun24;2;LGC
000079467059;May-Jun24;2;LGC
000079133368;May-Jun24;2;LGC
000080227672;May-Jun24;2;LGC
000080221685;May-Jun24;2;LGC
000080221646;May-Jun24;2;LGC
000080219634;May-Jun24;2;LGC
000080202392;May-Jun24;2;LGC
000080198240;May-Jun24;2;LGC
000080173888;May-Jun24;2;LGC
000080146161;May-Jun24;2;LGC
000080145884;May-Jun24;2;LGC
000080145533;May-Jun24;2;LGC
000080144040;May-Jun24;2;LGC
000080143808;May-Jun24;2;LGC
000080122030;May-Jun24;2;LGC
000080116373;May-Jun24;2;LGC
000080093793;May-Jun24;2;LGC
000080047450;May-Jun24;2;LGC
000080046944;May-Jun24;2;LGC
000080037953;May-Jun24;2;LGC
000080027767;May-Jun24;2;LGC
000080025290;May-Jun24;2;LGC
000080007468;May-Jun24;2;LGC
000079978291;May-Jun24;2;LGC
000079958135;May-Jun24;2;LGC
000079957091;May-Jun24;2;LGC
000079956866;May-Jun24;2;LGC
000079955751;May-Jun24;2;LGC
000079953260;May-Jun24;2;LGC
000079930842;May-Jun24;2;LGC
000079921260;May-Jun24;2;LGC
000079919265;May-Jun24;2;LGC
000079919201;May-Jun24;2;LGC
000079910634;May-Jun24;2;LGC
000079870713;May-Jun24;2;LGC
000079824836;May-Jun24;2;LGC
000079821598;May-Jun24;2;LGC
000079820854;May-Jun24;2;LGC
000079812700;May-Jun24;2;LGC
000079768487;May-Jun24;2;LGC
000079756450;May-Jun24;2;LGC
000079746050;May-Jun24;2;LGC
000079737864;May-Jun24;2;LGC
000079721270;May-Jun24;2;LGC
000079706667;May-Jun24;2;LGC
000079681524;May-Jun24;2;LGC
000079602000;May-Jun24;2;LGC
000079572672;May-Jun24;2;LGC
000076018349;Jun - Aug;1;LGC
000076018370;Jun - Aug;1;LGC
000076020589;Jun - Aug;1;LGC
000076024455;Jun - Aug;1;LGC
000076025297;Jun - Aug;1;LGC
000076025800;Jun - Aug;1;LGC
000076025923;Jun - Aug;1;LGC
000076026323;Jun - Aug;1;LGC
000076026576;Jun - Aug;1;LGC
000076026733;Jun - Aug;1;LGC
000076026986;Jun - Aug;1;LGC
000076026993;Jun - Aug;1;LGC
000076027200;Jun - Aug;1;LGC
000076027413;Jun - Aug;1;LGC
000076027978;Jun - Aug;1;LGC
000076028164;Jun - Aug;1;LGC
000076029293;Jun - Aug;1;LGC
000076029625;Jun - Aug;1;LGC
000076030274;Jun - Aug;1;LGC
000076030380;Jun - Aug;1;LGC
000076030424;Jun - Aug;1;LGC
000076031897;Jun - Aug;1;LGC
000076032773;Jun - Aug;1;LGC
000076034634;Jun - Aug;1;LGC
000076034914;Jun - Aug;1;LGC
000076037032;Jun - Aug;1;LGC
000076038540;Jun - Aug;1;LGC
000076038596;Jun - Aug;1;LGC
000076038746;Jun - Aug;1;LGC
000076038890;Jun - Aug;1;LGC
000076040050;Jun - Aug;1;LGC
000076040082;Jun - Aug;1;LGC
000076040628;Jun - Aug;1;LGC
000076040719;Jun - Aug;1;LGC
000076041550;Jun - Aug;1;LGC
000076041725;Jun - Aug;1;LGC
000076042171;Jun - Aug;1;LGC
000076044162;Jun - Aug;1;LGC
000076045670;Jun - Aug;1;LGC
000076045928;Jun - Aug;1;LGC
000076046107;Jun - Aug;1;LGC
000076046720;Jun - Aug;1;LGC
000076047120;Jun - Aug;1;LGC
000076047587;Jun - Aug;1;LGC
000076047803;Jun - Aug;1;LGC
000076047867;Jun - Aug;1;LGC
000076047881;Jun - Aug;1;LGC
000076048530;Jun - Aug;1;LGC
000076048554;Jun - Aug;1;LGC
000076049521;Jun - Aug;1;LGC
000076050156;Jun - Aug;1;LGC
000076050391;Jun - Aug;1;LGC
000076050436;Jun - Aug;1;LGC
000076050664;Jun - Aug;1;LGC
000076050696;Jun - Aug;1;LGC
000076051148;Jun - Aug;1;LGC
000076051688;Jun - Aug;1;LGC
000076053220;Jun - Aug;1;LGC
000076053303;Jun - Aug;1;LGC
000076053350;Jun - Aug;1;LGC
000076053934;Jun - Aug;1;LGC
000076054160;Jun - Aug;1;LGC
000076054464;Jun - Aug;1;LGC
